license_issue_date,animal_name,species
2018-02-28,Dixie,Dog
2017-03-06,Dug Gunn,Dog
2017-06-06,,Cat
2017-03-14,Allie,Dog
2017-04-10,Gumbo,Dog
2018-03-01,Nuke,Dog
2018-08-14,Misha,Cat
2017-01-11,Lupa Burdy,Dog
2018-01-26,Indigo,Dog
2017-11-03,Sphinx,Cat
2017-03-14,Bailey,Dog
2016-12-28,Ruby,Dog
2017-06-06,Bob Cat,Cat
2015-12-01,Stella,Dog
2017-05-30,Monk,Dog
2017-08-04,Blazer,Dog
2018-09-11,Ursula,Dog
2018-08-22,Freyja,Dog
2017-03-31,Chloe,Dog
2017-02-09,Betty,Dog
2018-02-10,Sonya,Dog
2018-06-18,Henrietta,Dog
2017-08-11,Parker,Dog
2018-03-27,Stella,Dog
2018-04-19,Sounder,Dog
2018-04-10,Bacio,Dog
2017-08-17,Blossom,Dog
2017-06-08,Murray,Dog
2017-03-28,Maddie,Dog
2016-12-08,Montana,Dog
2018-01-06,Kaia,Dog
2018-04-20,Maizie,Dog
2017-04-14,Suzie,Dog
2017-03-08,Rikki,Cat
2017-04-07,Lord Earl Gravy,Cat
2018-04-30,Pierre,Cat
2018-01-24,Butch,Cat
2018-04-12,McGrupp,Dog
2017-03-23,Zsuska,Dog
2018-07-05,Sophie,Dog
2018-09-27,Saru,Dog
2018-02-24,Christian,Dog
2017-12-26,Emily,Cat
2018-02-22,Reggie,Dog
2018-01-21,Trooper Little Doggy,Dog
2017-11-16,Rocket,Dog
2017-04-08,Stella,Cat
2018-08-23,Cooper,Dog
2016-02-18,Dori,Dog
2018-01-29,Flower,Dog
2018-06-11,Frankie,Cat
2018-07-11,Suri,Dog
2018-05-14,Gadget,Dog
2018-06-08,Quila,Cat
2018-05-16,Finn,Dog
2018-04-25,Rusty,Cat
2017-09-14,Spark,Cat
2017-11-07,Bonita,Dog
2017-07-18,Totoro,Cat
2018-01-19,Rufus,Dog
2018-02-11,Frank,Dog
2018-10-06,Cedar,Dog
2018-03-22,Murphy,Dog
2017-06-08,Cooper,Dog
2016-12-23,Snowflake,Cat
2018-08-26,Lettie,Cat
2017-10-24,Sam,Dog
2018-08-30,Tinsley,Dog
2017-06-06,Ziggy,Dog
2018-09-29,Arlo,Cat
2018-05-03,Oakley,Dog
2017-07-05,Gerda,Dog
2017-01-06,Sadie,Dog
2017-10-12,Sasha,Dog
2018-03-08,Luna,Dog
2018-10-09,Buidhe,Cat
2018-01-09,Prince,Dog
2018-02-07,Mickey,Cat
2018-10-14,Furgus,Dog
2017-07-18,Cooper,Dog
2018-03-22,Kona,Dog
2018-06-23,Miss Kitty,Cat
2017-08-18,Dewey,Cat
2018-09-25,Simba,Dog
2018-10-16,Monkey,Dog
2017-07-06,Louis,Cat
2018-07-25,Oliver Scott (Ollie),Dog
2016-10-18,Emmuh,Dog
2018-03-21,Theo,Cat
2017-12-20,Fievel,Cat
2017-12-28,Maia,Dog
2018-08-08,Journey,Cat
2017-02-14,Duke,Dog
2018-01-30,Trellie,Cat
2015-12-02,Alice,Cat
2017-03-21,Snoopy,Dog
2017-08-01,Betty Boop,Dog
2018-02-18,Mimi,Dog
2018-10-13,Tucker,Dog
2017-10-04,Tündi,Dog
2017-09-07,Tommy,Cat
2017-10-18,Bella,Dog
2018-07-03,Fred,Cat
2017-04-12,Satin,Cat
2017-10-18,Beren,Dog
2018-04-22,Fenris,Cat
2017-04-19,Abby,Dog
2017-05-31,Kai,Dog
2018-04-17,Chanda,Dog
2018-07-03,Lola,Cat
2018-06-13,Belle,Dog
2015-12-23,Temptation,Cat
2017-06-02,Abby,Dog
2018-09-01,Josephine's Flying Machine,Dog
2017-11-28,Tassie,Dog
2016-10-14,Woody,Dog
2017-01-26,Yoda,Dog
2015-12-31,Nugget,Cat
2017-01-17,Rusty,Dog
2017-03-12,Viper,Cat
2017-05-12,Pebbles,Dog
2018-02-02,,Cat
2018-10-10,Raven,Cat
2017-09-27,Chad,Cat
2018-02-06,Poppy,Cat
2018-01-24,Charlie,Dog
2018-03-28,Spooky,Cat
2018-05-22,Java,Cat
2018-10-11,Denver,Dog
2018-05-02,Happy,Dog
2017-01-26,Abby,Cat
2018-02-17,Major,Dog
2018-06-05,Fritz,Dog
2017-07-15,Davis,Dog
2018-06-07,Tater tot,Dog
2017-09-12,Natalie,Dog
2018-06-27,Heidi,Dog
2018-04-11,Maevis,Dog
2018-08-01,Toby,Cat
2018-01-16,Harley,Dog
2016-08-05,Troy,Dog
2017-08-31,Willie,Dog
2017-12-14,Luna,Dog
2018-09-17,Kenai,Dog
2017-07-14,Big boy,Cat
2018-07-05,Charlie,Dog
2017-08-26,Charki,Cat
2018-03-08,Ginger,Dog
2017-06-05,Gizmo,Cat
2017-03-08,Rosie,Dog
2018-08-22,Riley,Dog
2018-01-26,Tiger,Cat
2018-07-06,grey,Cat
2017-12-11,Chiquita,Dog
2018-07-03,Lola,Dog
2018-07-30,Noodle,Dog
2018-05-17,Ricco,Dog
2018-03-22,Clive,Dog
2018-05-14,Opal,Dog
2017-08-15,Simeon,Cat
2017-11-22,Scout,Dog
2018-03-06,Habipti,Dog
2017-09-22,Brandy,Dog
2018-06-21,Baby,Cat
2018-02-28,Gus,Dog
2018-07-19,Riley,Dog
2017-09-06,ZsaZsa,Dog
2017-06-19,Kira,Dog
2015-11-24,Walter,Dog
2018-03-20,Magrathea,Dog
2017-06-02,Lucky,Dog
2017-06-05,LilyMae,Dog
2017-04-24,Stitch,Dog
2018-06-21,Daisy,Dog
2018-03-13,Pippet,Dog
2017-07-05,Charlie,Dog
2018-10-17,Happy,Dog
2017-09-03,Chanel,Cat
2018-01-18,Squirt,Cat
2018-01-16,Mr. Grey,Cat
2018-04-13,Rocco Solof,Dog
2018-02-01,Bean,Dog
2018-02-09,Billie,Dog
2018-09-30,Robin,Cat
2018-04-25,Stitches,Cat
2018-03-12,Stanley,Dog
2017-11-08,Rainbow,Dog
2017-10-30,Trek,Dog
2018-06-25,Rex,Dog
2018-07-03,Luna,Cat
2018-10-03,Finch,Dog
2018-04-22,Wilma June,Dog
2018-04-12,Atty,Dog
2018-05-10,Herbert,Dog
2018-04-12,Kisha,Dog
2017-08-17,Hilo,Dog
2017-11-15,Kiki,Cat
2017-08-18,Samson,Dog
2018-04-19,Maize,Cat
2018-01-23,Dingo,Dog
2017-06-09,Charlie III,Cat
2017-09-14,Salvador,Cat
2017-09-24,Orion,Cat
2018-06-19,Paxi,Dog
2018-02-23,Cacao,Dog
2016-12-30,Amelie,Dog
2018-09-27,Marcel,Cat
2017-07-18,Stanley,Dog
2017-10-10,Gus,Dog
2018-07-29,Cat 1,Cat
2018-09-06,Will,Dog
2018-06-12,Princess Foofie Face,Dog
2018-01-08,Gelo,Dog
2018-04-19,Tonka,Dog
2017-07-25,Montoya,Cat
2017-07-25,Bruno,Cat
2018-02-28,Maya,Dog
2018-04-20,Oscar,Cat
2017-08-15,Mariah,Cat
2017-08-08,Mimi,Cat
2018-10-06,Charlotte,Dog
2018-08-04,Peanut,Cat
2017-01-11,Sabine,Dog
2018-06-13,Bella,Dog
2017-08-15,Rosencrantz,Cat
2017-10-12,Costaud,Dog
2018-08-31,Ella,Dog
2017-12-18,Bacon,Cat
2018-06-29,Jake,Dog
2018-05-17,Nelson,Dog
2018-05-16,Chico,Cat
2018-03-20,Bill,Cat
2017-07-13,Jackie,Dog
2017-04-12,Toby,Dog
2018-05-15,Lance(lot),Dog
2017-08-11,Sissy,Dog
2018-07-17,Cody,Dog
2017-08-02,Mochi,Cat
2016-11-01,Millie,Dog
2018-08-08,Mac,Dog
2017-08-23,Annabelle,Dog
2018-05-04,Bella,Dog
2017-07-11,Lola,Dog
2018-02-16,Buddy,Dog
2018-06-13,Sam,Cat
2018-05-14,Snoopy,Cat
2017-02-06,Charlie,Cat
2017-07-07,Mulan,Cat
2018-07-20,Macalaster,Cat
2018-05-02,Honeycut,Cat
2018-07-16,Charley,Dog
2017-04-21,Angel,Cat
2018-04-20,Onyx,Dog
2018-06-19,Josie,Cat
2018-09-16,Ginger,Cat
2018-05-04,Forrest,Dog
2018-03-28,Petite,Dog
2018-06-12,Oscar,Dog
2018-10-17,Aditi,Cat
2018-01-29,George Michael,Cat
2018-10-17,Shasta,Dog
2017-01-31,Milo,Dog
2018-05-29,Charlie,Dog
2018-04-28,Lucy,Dog
2017-07-24,Oskar,Dog
2018-05-25,Gotti,Dog
2017-10-31,Nellie,Dog
2018-01-30,Coby,Dog
2018-03-20,Molly,Dog
2018-06-28,Chai-T,Dog
2016-06-29,Missy,Cat
2017-06-18,Girl Scout,Cat
2016-07-26,Bert,Dog
2018-09-10,Cali,Dog
2018-01-30,Milly,Dog
2018-06-06,Sacha,Dog
2018-03-22,Kona,Dog
2018-05-01,Michael,Cat
2017-10-31,Louise,Cat
2018-05-17,Titus,Dog
2018-03-20,Rodeo,Dog
2017-03-21,Annie,Dog
2018-10-02,Ashe,Dog
2018-09-19,Bob,Cat
2018-03-30,Eva,Dog
2018-10-09,Walter,Dog
2018-08-29,Belladonna,Dog
2018-08-07,Cliff,Dog
2017-12-20,Pina,Cat
2017-04-12,Sassy Cassy,Cat
2018-03-24,Hachi,Dog
2017-04-28,Coco,Dog
2018-03-20,Dory,Dog
2018-01-12,Barney,Dog
2017-04-27,Phoebe,Cat
2017-04-18,Penelope,Dog
2018-06-14,YoYo,Dog
2018-08-31,Chicken,Cat
2017-08-23,Danny,Dog
2017-10-24,Isis,Cat
2018-06-19,Oliver,Dog
2015-12-16,Izzy,Cat
2017-08-29,Biscuit,Dog
2018-05-22,Mochi,Cat
2018-08-15,Leeloo,Cat
2018-02-27,Sammy,Cat
2018-02-20,Bella,Dog
2018-07-31,Alki,Dog
2017-08-15,Maximus Woletz,Dog
2018-06-12,Macy Grey,Cat
2018-07-24,Murray,Cat
2017-10-09,Viola,Dog
2017-06-13,Piper,Dog
2017-05-19,Fenway,Dog
2018-05-22,Peggy Olson,Cat
2016-12-13,Porter,Dog
2018-07-21,Sage,Dog
2018-03-18,Tidbit,Cat
2018-04-05,Bing,Cat
2017-07-05,Mojo,Dog
2018-04-15,Mango,Cat
2018-09-25,Mattie,Dog
2018-05-17,Zozo,Dog
2017-08-16,Henri,Dog
2017-07-24,Cricket,Dog
2017-07-05,Twitch,Dog
2017-08-15,Addy,Dog
2018-01-31,Samus,Dog
2017-07-17,Ruby,Cat
2017-03-28,Taylor,Dog
2017-06-06,Gus Tiger Bryant Richardson,Dog
2018-04-17,Susu,Cat
2018-09-27,Blue,Dog
2018-09-08,LuLu,Dog
2016-08-24,Milo,Dog
2018-05-18,Teddy,Dog
2016-12-08,Casper,Dog
2018-08-19,Bella,Dog
2018-01-06,Rosalita,Cat
2017-06-11,Amos,Cat
2018-09-04,Theo,Cat
2018-04-03,Peggy,Dog
2018-07-23,Mousse,Cat
2017-08-14,Yuko,Cat
2018-04-22,Big Red,Dog
2018-10-17,Edgar,Cat
2017-11-29,Olive,Dog
2018-03-20,Ripley,Dog
2017-10-12,Stuart Little,Dog
2017-02-07,Brenna,Dog
2018-01-23,Lincoln Kennedy,Dog
2018-09-12,Drake,Dog
2018-07-31,Ash,Cat
2018-08-11,Ginger,Dog
2018-07-31,Teddy,Dog
2017-08-30,Jack Daniels,Dog
2018-04-03,Lenny,Dog
2017-10-10,Coco,Dog
2018-05-11,Minnie,Cat
2018-01-10,Maximus,Dog
2017-11-07,Murphy,Dog
2018-07-02,Miss Sweet Tea,Dog
2018-06-19,Lilly,Dog
2018-06-05,Gracie,Dog
2018-05-29,Jack,Dog
2018-03-28,Sir Noodle McFluff,Dog
2017-10-19,Rogue,Dog
2018-02-24,Masala,Cat
2017-02-06,Cherry,Dog
2017-03-26,Sadie,Dog
2018-06-18,Kodiak,Dog
2017-02-26,Lola,Dog
2017-04-15,Aimee,Cat
2018-07-07,Mona,Cat
2018-02-01,Joey,Dog
2017-08-15,Blackie,Cat
2018-02-15,Harlow,Cat
2017-07-07,Ravioli,Cat
2018-07-25,Panda Barrans,Dog
2018-02-20,Gus,Dog
2017-02-02,Pixie,Cat
2017-03-06,Mitzu,Dog
2018-06-16,Sadie,Dog
2018-01-24,Twig,Cat
2018-03-23,Stella,Dog
2018-07-01,Benji,Dog
2018-05-13,Humphrey,Dog
2018-04-12,Casey,Cat
2018-06-22,Tequila,Dog
2018-01-26,Shiro,Dog
2018-08-30,Bella,Dog
2018-01-16,,Cat
2018-04-16,Penny,Cat
2018-04-03,Maya,Cat
2017-07-06,Juneau,Dog
2018-06-02,Pickles,Dog
2017-12-26,Ribbs,Dog
2018-04-10,Petra,Dog
2018-05-22,Parker,Dog
2018-06-11,Ruby,Dog
2015-12-31,Kate,Dog
2018-05-29,Frankie,Dog
2018-09-04,Wasabi,Dog
2018-08-16,Boomer,Dog
2017-03-22,,Cat
2018-04-10,Rita,Dog
2017-07-18,Ruby,Dog
2017-10-08,Jasmine,Dog
2017-06-15,Sampson,Cat
2017-06-09,Gunther,Dog
2018-01-06,Martha,Dog
2018-03-29,Kismet,Dog
2017-04-03,Benji,Dog
2017-05-30,Theo,Dog
2018-09-21,Penny,Dog
2018-09-05,Ellie,Dog
2017-09-28,Gibson,Dog
2018-07-05,Dante,Dog
2018-01-30,Beans,Dog
2018-06-04,Winston,Dog
2018-10-16,Bayland,Dog
2018-09-18,Duke,Dog
2018-09-20,Freida,Cat
2017-11-07,Pickles,Cat
2018-06-27,Maya,Dog
2017-08-23,Jack,Dog
2017-12-27,Plexi,Dog
2017-04-17,Athena,Dog
2018-07-31,Maya,Dog
2018-01-26,Pipsqueak,Cat
2017-12-05,Quin,Dog
2018-01-06,Peanut Butter,Cat
2018-03-27,Ube,Dog
2018-08-31,Lucy,Dog
2017-01-30,Trish,Cat
2018-04-05,Graeme,Dog
2018-05-03,Lukin Wonder,Dog
2018-09-11,Kona,Dog
2017-07-26,Hank,Dog
2018-07-17,Daisy Mae,Dog
2018-02-28,Geeta,Dog
2017-04-15,Olivia Snicket,Dog
2018-04-28,Mingus,Dog
2018-03-14,Zephyr,Cat
2018-06-12,Oatmeal,Cat
2017-03-14,Shinobu,Dog
2016-06-09,Michonne,Dog
2017-07-24,Oliver,Dog
2018-06-12,Orzo,Dog
2018-09-24,Sidney,Dog
2017-05-16,Kai,Dog
2018-03-20,Hurley,Dog
2015-11-13,Blue,Cat
2018-10-16,Lucas,Cat
2018-09-23,Lobo,Dog
2018-02-13,Carlos,Dog
2017-07-14,Peanut,Dog
2018-06-13,Kitty,Cat
2017-09-26,Cali,Cat
2018-06-09,Barclay,Dog
2018-08-14,Louie,Cat
2015-11-24,Lily,Dog
2018-06-06,Solomon,Cat
2017-08-18,America,Dog
2018-04-05,Piper,Dog
2017-04-07,Hurley,Dog
2015-12-15,Blue,Dog
2018-07-15,,Cat
2018-03-20,Riley,Dog
2018-04-04,Addy,Dog
2017-03-11,Ava,Dog
2017-05-02,,Dog
2018-10-14,Lily,Cat
2017-12-21,Beatrice,Dog
2016-12-12,Molly,Dog
2018-07-09,Abby,Dog
2018-01-30,Edward,Dog
2016-09-07,Comrade,Dog
2018-02-05,Kylo,Dog
2018-02-27,Leopold,Dog
2018-05-15,Sparky,Cat
2018-06-24,Boz,Cat
2017-06-13,Harold,Dog
2018-05-18,Rose,Dog
2017-03-12,Lola,Dog
2018-03-16,Rusty,Dog
2017-02-28,Ando,Cat
2018-09-09,Halo,Dog
2018-06-08,Hendrix,Dog
2017-09-05,ZOE,Dog
2018-04-23,Hazel,Dog
2017-11-07,Keener,Dog
2017-02-14,Maddie,Dog
2018-06-12,Sandy,Cat
2018-03-03,Jazz,Cat
2018-03-10,Spike,Dog
2018-06-28,Linux,Cat
2017-06-22,Lincoln,Dog
2017-11-28,Dr. Wu,Cat
2018-08-12,Hudson,Dog
2017-02-09,Viatrix Spook Noodle,Cat
2018-05-01,Molly,Dog
2018-02-06,Cosho,Dog
2017-08-02,Oscar,Cat
2018-06-14,Annabelle,Dog
2017-11-07,Carl,Cat
2018-05-08,Zeke,Dog
2018-07-29,Stella,Dog
2018-09-16,Chinook,Cat
2018-08-10,Molly,Cat
2016-12-20,Otto,Dog
2017-12-12,Mouse,Cat
2018-02-13,Phoebe,Dog
2018-09-26,LuluBelle,Dog
2018-08-26,Pamuk,Dog
2018-07-09,Remi,Dog
2016-12-20,Cheeku,Cat
2017-09-07,Lola,Dog
2018-07-02,Simon,Cat
2018-06-20,Polar,Dog
2018-04-25,Ginger,Dog
2018-07-08,,Dog
2018-01-06,Nick,Dog
2017-03-13,Trixie,Dog
2018-01-24,Baloo,Dog
2017-07-05,Ace,Dog
2018-06-18,Sitka,Dog
2018-05-29,Maria,Cat
2018-09-11,Cosette,Cat
2017-07-29,Mittens,Cat
2018-06-05,Oscar,Dog
2018-08-17,Rika,Dog
2018-03-21,Milo,Cat
2017-11-14,Tizzy,Dog
2018-03-06,Penny,Dog
2017-09-24,Lily,Dog
2018-07-05,The Machine,Cat
2018-07-31,Mia,Dog
2017-10-17,Tabitha,Cat
2018-09-27,Winston,Cat
2017-07-05,Cookie,Dog
2018-05-04,Jewel,Dog
2017-12-17,Moshi,Cat
2017-06-06,Sam,Dog
2018-03-01,Yo Yo Hsu,Dog
2018-03-22,Rosie,Cat
2018-06-27,Joya,Cat
2017-08-08,Dottie,Dog
2018-09-14,Sam,Dog
2017-04-05,Bodhi,Dog
2018-10-14,Stanley,Dog
2017-06-05,Snow White,Dog
2017-08-08,Stringer,Cat
2018-04-17,Bowen,Dog
2017-05-16,Peanut,Dog
2018-07-24,Opal,Dog
2017-02-18,Cole,Dog
2015-12-29,Blakely,Dog
2018-04-24,Leeloo,Cat
2017-12-26,Lellow,Cat
2018-02-01,Luna,Dog
2017-12-16,Bo,Dog
2018-09-03,Bella,Cat
2018-06-01,Pearl,Dog
2017-10-09,Lily,Cat
2017-08-22,Mikey,Cat
2018-07-05,Ollie,Cat
2018-04-18,Tulio,Cat
2018-05-23,Popchyk,Dog
2017-08-03,Marty,Dog
2017-07-24,Diva,Dog
2017-01-06,Kona,Cat
2018-09-26,Oliver,Dog
2018-03-14,Bruce,Dog
2018-10-08,Luna,Dog
2018-08-22,Oskar,Dog
2017-10-17,Daemon,Cat
2017-03-08,Maggie,Cat
2018-07-13,Willow,Cat
2018-02-28,Pablo,Cat
2018-08-07,Kaya,Dog
2018-08-31,Riley,Dog
2018-05-14,Nala,Dog
2018-08-09,Chena,Dog
2018-02-27,Trixie,Dog
2017-09-01,Skittles,Cat
2018-06-26,Dylan,Dog
2017-07-21,Bella,Dog
2017-08-07,Luna,Dog
2018-08-10,Indy,Dog
2018-05-29,Toby,Cat
2018-05-30,Elon Meowsk,Cat
2017-07-25,Chester,Cat
2018-07-18,Elise,Cat
2017-04-14,Stormy,Dog
2018-04-23,Dale,Dog
2018-10-13,Dudley Doright,Dog
2018-04-18,Ruby,Dog
2018-04-12,Schooner,Dog
2018-06-26,Dewey,Dog
2018-06-09,Zoey,Dog
2017-12-12,Ninja,Cat
2017-03-03,Leia,Cat
2018-06-30,Coco,Dog
2017-06-10,Bitsey,Dog
2017-07-31,Gibbs,Dog
2018-01-06,Bijou,Cat
2017-10-24,Olivia,Cat
2017-07-05,Izzy,Cat
2017-12-05,Panela,Dog
2018-02-01,Pablo,Dog
2018-03-23,Nono,Cat
2018-05-15,Sadie,Dog
2018-10-09,"Argus ""Gus""",Dog
2018-08-02,Bloemfontein,Cat
2018-09-16,Luna,Dog
2016-10-12,Missy,Dog
2018-06-19,Tj,Dog
2018-06-02,Houdini,Cat
2018-01-12,Benni,Dog
2017-01-31,Buddy,Dog
2017-09-05,Mittens,Cat
2017-10-11,Dani,Dog
2018-03-14,Tucker,Dog
2018-02-21,Toby Nox,Cat
2018-02-28,Mochi,Dog
2018-01-23,Nigel,Dog
2018-05-02,Ruby,Dog
2017-12-12,Hobbes,Cat
2018-07-10,Graysie,Dog
2016-11-01,Azul,Dog
2016-11-02,Inky,Cat
2017-09-07,Spike,Dog
2017-02-11,Cinnamon,Dog
2018-07-11,Frankie,Dog
2017-03-13,Avana,Dog
2018-01-16,Oona,Dog
2017-07-05,El Guapo,Cat
2017-04-17,Coral,Dog
2018-04-10,Bella,Dog
2017-08-03,Gwen,Cat
2018-08-07,Dolly,Dog
2018-01-23,Maxwell,Dog
2018-01-19,Harper,Dog
2018-03-01,Ada,Dog
2017-07-05,Ella,Dog
2017-10-19,Cada,Cat
2017-05-02,Paisley,Dog
2018-07-26,Roxy,Dog
2017-02-14,Tiny,Cat
2018-01-22,Sadie,Dog
2018-06-01,Cotton,Cat
2018-07-10,Morris,Cat
2016-12-30,Sousa,Dog
2017-10-05,Ziva,Cat
2017-09-19,Roco,Dog
2018-04-02,Maple Leaf's Maxwell,Dog
2018-01-14,Paco,Dog
2017-11-07,Nell,Dog
2017-07-12,Moto,Cat
2018-07-03,Jiro,Dog
2016-12-09,Phoebe,Dog
2017-04-20,Jolee,Dog
2018-06-12,Jefferson Oliver Thomas,Dog
2018-07-22,Tangerine,Cat
2017-11-14,Gertrude,Dog
2017-11-14,Melody,Dog
2017-03-10,Berry,Dog
2018-07-24,Louie,Cat
2018-06-22,Sadie,Dog
2017-03-12,Alba,Cat
2018-03-19,Tonks,Cat
2018-02-09,Kalib,Dog
2018-10-10,Bailey,Dog
2018-05-23,Ernie,Cat
2017-03-28,Sonny,Dog
2017-09-19,Danny,Dog
2016-11-12,Skippy,Dog
2018-05-11,Ebony,Cat
2018-06-07,Sylvester,Cat
2018-04-13,Lucy,Dog
2017-09-07,Abby,Dog
2017-06-30,Zoey,Dog
2018-06-19,Daisy,Cat
2018-04-17,Rawley,Dog
2017-08-15,,Cat
2017-08-25,Camilo,Dog
2017-05-02,Stitch,Dog
2018-03-27,Mia,Dog
2018-05-11,Niko,Dog
2018-05-17,Reggie,Dog
2017-04-24,Bingo,Dog
2015-11-20,Trout,Dog
2016-12-27,Rosie,Dog
2018-07-24,Ellie,Dog
2018-09-09,Huxley,Dog
2018-03-06,McFuckyou,Dog
2018-08-08,Zoe,Cat
2018-08-24,Kona,Dog
2017-06-15,Fluffy,Cat
2016-10-27,Grizzly,Dog
2016-12-08,Lucy,Dog
2018-10-16,Quincy,Cat
2018-01-23,Sabu,Dog
2017-12-14,Folsom,Dog
2018-10-15,Fenris,Cat
2018-02-12,Gonzo,Dog
2018-07-20,Heidi,Dog
2017-08-28,Vinny,Cat
2018-07-03,Finn,Dog
2011-03-29,Jenkey,Dog
2018-05-18,Anastasia Mew Flecktarn,Cat
2017-03-29,Olive,Dog
2018-09-03,Pearl,Cat
2018-10-10,Mona,Cat
2018-03-14,Zoey,Dog
2018-01-23,Budge,Dog
2017-08-08,Theo,Dog
2018-08-30,Zephanius,Dog
2018-04-23,Finley,Dog
2017-09-06,Leroy,Dog
2018-07-23,Callie,Dog
2018-08-31,George,Cat
2017-11-21,Twit,Cat
2018-05-01,Lulu,Cat
2018-09-08,Dara,Dog
2018-05-18,Earl,Cat
2018-04-20,Archimedes,Dog
2018-05-17,Java,Cat
2017-12-06,Doug,Dog
2018-07-24,Koda,Dog
2017-10-23,RAven,Cat
2017-08-03,Esme,Cat
2018-04-13,Lucy,Dog
2016-02-23,Noel,Dog
2017-11-27,Irwin Allen Ginsberg,Dog
2018-08-11,Bear,Dog
2017-12-05,Bridgit,Dog
2018-02-05,Millie,Dog
2018-01-21,Asuka,Dog
2017-11-14,Lucy,Dog
2017-04-11,Oscar,Cat
2018-09-08,Boo,Cat
2017-11-09,Finn,Dog
2017-08-21,Betty Boop,Dog
2018-07-30,Sophie,Dog
2017-06-10,Reggie,Dog
2018-01-25,Mignonette,Cat
2018-06-19,Sara,Dog
2018-05-06,Mouse,Cat
2018-03-20,Dio,Dog
2018-10-13,Gemma,Cat
2018-06-19,Phoebe,Dog
2018-07-25,Jessie,Dog
2018-08-10,Blackjack,Dog
2018-10-05,Atom,Dog
2017-11-07,Magic,Cat
2017-02-17,Charlie,Dog
2017-03-08,Towner,Dog
2017-12-08,Tiger,Cat
2018-07-16,Jamie,Dog
2017-11-07,Emile DeBarque,Dog
2017-12-05,Olive,Dog
2018-01-16,Isla,Dog
2018-01-16,Dioghee,Dog
2017-09-12,Teddy,Dog
2018-04-10,Raven,Dog
2018-09-18,Norman,Cat
2018-04-11,Bella,Cat
2018-10-07,Jasper,Cat
2018-07-26,Big Kitty,Cat
2018-02-06,Bodie,Dog
2018-02-16,Lucy,Dog
2017-12-05,Ninotchka,Cat
2018-08-31,Snoopy,Dog
2018-08-19,Harley,Dog
2018-02-13,Genji Umali,Dog
2017-04-27,Clayton,Cat
2017-11-01,Biscotti,Dog
2018-05-03,Baloo,Dog
2015-12-09,Gingerbread,Dog
2017-09-03,Catherine,Cat
2018-07-30,Toby,Dog
2017-10-04,Blanton,Dog
2018-06-19,Monty,Dog
2018-05-31,Schmeegle,Dog
2018-04-23,Leo,Dog
2018-01-02,Punkin,Cat
2018-06-13,Evie,Dog
2018-02-26,Princess Ruby,Cat
2018-05-16,Peanut Butter,Dog
2017-11-01,Asher,Cat
2017-06-13,Deidra,Cat
2018-08-08,Ralf,Dog
2018-04-20,Pebbles Hampton,Dog
2017-01-10,Barcelona,Dog
2018-09-30,Zoey,Dog
2016-12-13,Fire,Cat
2016-10-19,Bruno,Cat
2017-01-06,Wesley,Dog
2018-04-12,Kevin Boots Ewing,Cat
2017-07-20,Sammy,Dog
2018-05-29,Jasmin,Dog
2016-12-13,Kaya,Dog
2017-02-07,Rosie,Dog
2018-01-26,Andy,Dog
2017-06-13,Dexter,Dog
2018-06-26,Princess/Three,Cat
2018-02-27,Callie,Cat
2017-05-02,Blaze,Cat
2015-12-11,Dahlia,Dog
2018-02-07,Loki,Dog
2018-07-28,Duchess,Cat
2017-06-08,Jasper,Dog
2017-10-26,Tika,Cat
2018-09-18,George,Cat
2018-05-06,Piper,Dog
2018-01-03,Max,Dog
2018-05-24,Phinley,Dog
2018-04-30,Beau,Dog
2017-02-28,Snickers,Cat
2017-03-27,Margus Aurelius Fishpine,Cat
2018-02-16,Scooby,Dog
2016-12-27,Charli,Dog
2017-04-14,Tabitha,Cat
2017-03-08,Huckleberry,Dog
2018-04-20,Taz,Cat
2018-07-03,Meringue,Dog
2017-01-03,Rory,Cat
2017-11-07,Kiley,Dog
2018-07-05,Ginge,Dog
2018-03-22,Java,Cat
2018-06-20,Boris,Cat
2017-07-12,Cindy,Dog
2018-04-17,Melvin,Dog
2018-08-20,Oke,Dog
2018-09-22,Piper,Cat
2017-04-11,Luka,Dog
2018-04-28,Maggie,Dog
2018-09-10,Blue,Dog
2018-07-02,Kyle,Cat
2017-11-14,Pabst,Dog
2017-06-13,Anna,Dog
2018-07-29,Tess,Cat
2017-12-26,Nico,Dog
2017-03-20,Tuco,Dog
2018-07-24,Luna,Dog
2018-10-17,Albuquerque,Dog
2017-06-24,Berry,Cat
2018-07-05,Tina,Cat
2017-07-18,Archimedes,Cat
2018-01-16,Fuzz/Jackson,Cat
2016-12-20,Worm,Dog
2018-03-26,Clio,Dog
2018-06-19,Lucy,Dog
2018-05-30,Floyd,Dog
2018-01-30,Sadie,Cat
2018-07-11,Winston Rufus,Dog
2018-03-22,Scully,Cat
2018-04-11,Vinnie,Dog
2018-01-17,Tonka,Dog
2017-03-08,Sophie,Dog
2018-05-16,Griffonpoint Rhaegar,Dog
2018-01-12,Jette,Dog
2018-09-25,Meesha,Dog
2018-05-20,Daisy,Dog
2017-08-11,Snowy,Cat
2018-03-22,Mocha,Cat
2018-01-16,Lily,Cat
2016-06-05,Stormy,Dog
2018-05-17,Sigyn,Dog
2018-06-23,Charlie,Dog
2017-07-25,Whidbey,Dog
2017-09-29,Loki,Dog
2018-04-27,Ada,Cat
2017-12-20,Ducky,Cat
